username,tweet,location,followers_count
Visiongeo,"Coronavirus: US oil price plunges below zero for first time in history as pandemic hits demand
https://t.co/Jk5OLpMMwE https://t.co/JsiZ6yaKX0",NULL,85397
wjxt4,"JUST IN: Florida’s statewide COVID-19 caseload has risen to 27,058. https://t.co/RyEgvF8ab0","Jacksonville, Fla.",179863
Sentletse,"If he wasn’t incompetent and useless, we wouldn’t be in this mess.",Johannesburg,203638
usatodayDC,"Latinos across the US are shouldering a disproportionate burden of the pandemic. Only 49% of Latinos have access to private health care.
https://t.co/r5dK3khUX5","Washington, D.C.",213124
staceyabrams,"Georgia: 14th highest infection/7th lowest testing rate; less econ resilient &amp; 1000s of low-wage workers already forced to risk their lives to make a living. Weakened healthcare w/closed rural hospitals, no Medicaid expansion &amp; a doctor shortage. Reopen? Dangerously incompetent.",Georgia,678905
realTuckFrumper,"Trump Opens Coronavirus Briefing by Taking Shots at Republican Governor https://t.co/d8J3WeGgOi","Witness Protection",82119
H_Combs,"Hey #Michigan look at this little girl and stay the fuck home. 5-year-old Skylar becomes first Michigan child to die of COVID-19 #StayHomeSaveLives  https://t.co/tF4rRd000d",NULL,919385
abc27News,"The Pentagon is extending military travel restrictions through June, indicating a concern that the coronavirus remains a threat to troops even as the Trump administration pushes for some states to begin opening up in May. https://t.co/rY3pppuSCw","Harrisburg, PA",104715
kevin_powell,"Watching news of folks who flocked to re-opened Florida beaches, and coronavirus cases going back up. Looking at Georgia re-opening. Ignorant political leaders with reckless disregard for life, safety. People before money, not other way around. Be smart, safe home. Far from over. https://t.co/b3XRrzZqti","New York City, borough of Brooklyn",75314
JamesMelville,"All credit to Denmark and Poland who are refusing to let companies registered in offshore tax havens access financial aid from their #coronavirus bailout packages.

https://t.co/j7YunQNakY","United Kingdom",156589
ChinaPlusNews,"After insisting it was up to governors to ramp up #coronavirus testing in their states, the Trump administration is finally acknowledging their pleas for help. https://t.co/n46hpZek2u","Beijing, China",772600
SusanBoylesCat,"Californian antibody test finds only 1.5% of self selecting group in highest risk county actually had coronavirus

https://t.co/EDTUMHuD7L",Scotland,112727
cnnphilippines,"DOH says RITM has yet to give details on how many of the 40 employees who tested positive for COVID-19 worked in the laboratory and in the hospital https://t.co/cfbZqr0Gbg",Philippines,892740
CoinDesk,"The Strike payments app, equipped with the @ln_zap Lightning blockchain app, recently started letting users send tips in bitcoin or dollars. The Zap team is working with at least two cannabis dispensaries.

https://t.co/TAHj2H1wrj","New York, USA",840287
peterktodd,"@gts109 @asymmetricinfo When you get to double-digit %'s of your population being infected - as NYC probably has - it's guaranteed that you'll find lots of people who were going to die anyway due to some other illness to be infected. Dying with COVID-19 != dying from COVID-19.",NULL,149500
tomphillipsin,"Asked about Brazil’s rising Covid death toll tonight, Bolsonaro replies: “I’m not a gravedigger”","Mexico City",52902
WGRZ,"Rycky Ann Pera, a Niagara Falls native, has been caring for COVID-19 patients as a nurse at Mount Sinai Beth Israel hospital. https://t.co/ITYDWL3HiK","Buffalo, NY",189602
KETV,"Tom Hanks recounts his exhaustion and wife Rita Wilson's nausea during coronavirus https://t.co/9TZNO0Qm0q","Omaha, Nebraska",155622
Libertea2012,"Trump conspicuously doesn’t mention hydroxychloroquine when noting possible therapies for COVID-19 https://t.co/jzXsfEDWSz",ProgressiveLand,50710
CBSDenver,"Coronavirus In Colorado: Invite A Farm Animal To Your Next Zoom Meeting https://t.co/XGjpy7eXYg https://t.co/9fiCcfxyeK","Denver, Colorado",211919
conserv_tribune,"'It is impossible to keep our grocery stores stocked if our plants are not running.' #BusinessesandCompanies #China #Coronavirus #Farms,Farmers,Farming #Food #TradeandTariffs #USNews #WorldNews https://t.co/y3NWc66iUH","United States",77174
NBCConnecticut,"WATCH LIVE: Rally Happening at Governor’s Mansion to Protest State Shutdown Amid Coronavirus Pandemic https://t.co/RqX0LCGIps",Connecticut,280509
alexisohanian,"Grateful to work with @betterfin (initialized 2018) in simplifying the loan application process for America's small businesses (hundreds already served). Now we just need more funding for Main Street.","Florida, USA",300243
cricketcomau,"If – and it's a BIG if – no international cricket can be played this summer because of coronavirus, Josh Hazlewood has some ideas... https://t.co/5j57PHYFZk",Australia,1167066
latimes,"Coronavirus could wipe out $12 billion in TV ad spending https://t.co/7yvxIGVrwD","El Segundo, CA",3586728
MarkKaboly,""At least give us our liquor. If we are going down, let us die drunk, at least."","Pittsburgh, PA",52720
ToddJCefaratti,"@helveticablonde Quarantine the sick

Isolate the high risk

And put the healthy back to work, while taking precautions

Only 4900 infected in AZ out of 8 million and most have recovered or on way to recovery

Liberals have no problem seeing millions wo jobs or businesses

https://t.co/lxSgUmhWPy","Gilbert, Arizona",68670
Sen_JoeManchin,"Today I led 26 Senators on a letter calling for the Senate to finally provide much-needed financial certainty for rural communities during the COVID-19 pandemic. MORE: https://t.co/UPwPjb4ZBE","West Virginia, USA",198971
brooklynvegan,"Amoeba launches GoFundMe to help survive COVID-19 closure https://t.co/diBnVtncwz https://t.co/ZmMrkQvtZK","Brooklyn, NY",156178
PhillyDailyNews,"Daily News |  Gov. Wolf’s stay-at-home order has been extended, again | Coronavirus Newsletter https://t.co/JpygsCvxWg","Philadelphia, PA, US",175037
dcexaminer,"Third CNN personality tests positive for coronavirus https://t.co/PGmscO892c","Washington, DC",224673
cnnphilippines,"The country's main novel coronavirus testing center scales down test processing operations after at least 40 of its staff have tested positive for COVID-19.

Health spokesperson Ma. Rosario Vergeire: Testing labs should follow protocols to minimize risk https://t.co/d30X9AAcr3 https://t.co/eRRTQ6fQeU",Philippines,892740
inquirerdotnet,"A pregnant woman has become the fifth suspected COVID-19 patient to die before testing in Palawan. https://t.co/cWtPeGx5MY","Makati City",3070581
ToddJCefaratti,"@Dreamf0x Quarantine the sick

Isolate the high risk

And put the healthy back to work, while taking precautions

Only 4900 infected in AZ out of 8 million and most have recovered or on way to recovery

Liberals have no problem seeing millions wo jobs or businesses

https://t.co/lxSgUmhWPy","Gilbert, Arizona",68670
seattledot,"Apply, apply!!!!","Seattle, WA",279308
FOX29philly,"Family on COVID-19 lockdown gets creative for dinner with DIY sushi train https://t.co/Py6Jbr88Ga","Philadelphia, PA",613557
MagdaSzubanski,"“Churches are telling ppl to stay away...bc even religious establishments, when it comes to a real emergency, they trust in science more than anything else...I hope when the crisis is over, people will remember who they really trusted in the moment of truth” #science #coronavirus",Australia,130468
virginianpilot,"Service members will have to wait even longer for military travel limits to be lifted.

The restrictions, which were set to expire March 11, have been extended through June.
https://t.co/GNsMD4vne3","Norfolk, VA",121207
MoooPapa,"Damn I wish Pelosi would do that.","Missouri, USA",50945
RayMuzyka,"This is an excellent article about Covid-19 (part of a series): Coronavirus: Learning How to Dance by @tomaspueyo https://t.co/Q7PQ2A8b9l",@ThresholdImpact,58265
ChinaPlusNews,"After insisting it was up to governors to ramp up coronavirus testing in their states, the Trump administration is finally acknowledging their pleas for help. https://t.co/n46hpZek2u","Beijing, China",772600
senrobportman,"Last week I participated in a virtual briefing on how to prevent zoonotic diseases like coronavirus. 

The transmission of disease from animals to humans is a tough issue that we need to discuss. 

I encourage you to watch our discussion here: https://t.co/9OfIMqwT9N",Ohio,153963
TexasTribune,"4/ Meanwhile, at the Rodeo Houston headquarters, organizers worried that the event would have to be shut down early as they watched a global increase in coronavirus cases. https://t.co/KJcRx42gfX","Austin, Texas",223400
KellsBellsSC,"@ItsJustJill @GovWhitmer Democlowns are Fear Mongering people with coronavirus.","South Carolina-CarolinaGirl",53583
WDBJ7,"LewisGale says suspension of ICU care will aid shift of physicians, clinical caregivers and PPE during coronavirus crisis. Centralized coronavirus care at one location comes as a response to suggestions from national and regional experts. (Pic: MGN)    

https://t.co/DnrK8F6CJN https://t.co/avGBkUoT3z","Roanoke, Virginia",126818
CTVNewsVI,"COVID-19 UPDATE:

Dr. Bonnie Henry on testing: 

If you have symptoms of COVID-19, or have come into contact with someone who tested positive, you can now get tested.

Watch Live: 
https://t.co/8T3lcaFxpi","Vancouver Island, BC",65503
Chris_1791,"Wyoming governor engages with COVID-19 protesters at Capitol https://t.co/sjYYfKQHI9 via @WashTimes https://t.co/rA6vkI3jBk","Philadelphia PA, USA",76997
Chris_1791,"Third CNN personality tests positive for coronavirus https://t.co/bmqKL6y14T #News #CNN via @dcexaminer https://t.co/AosmMEUP8o","Philadelphia PA, USA",76997
Chris_1791,"China Daily bureau chief calls President Trump a 'racist a**hole' for suggesting China is fudging its coronavirus mortality rate https://t.co/FDNb8F6F0w via @twitchyteam https://t.co/J2Fc2e3xal","Philadelphia PA, USA",76997
v_shakthi,"While most humans are staying home to keep the coronavirus from spreading, this kangaroo was spotted bouncing through the deserted streets of Adelaide, Australia on Sunday https://t.co/XuG0FK5Vtn https://t.co/FXWan3rgHC","Bengaluru, India",143129
stlpublicradio,"As COVID-19 Stalls Sales, St. Louis Fashion Community Taps Into Creativity For Support
https://t.co/XItwYbcRBx https://t.co/nb9Mj6z1eI","St. Louis, Missouri",60675
GCMorningDrive,"Tim Finchem heading to the Hall of Fame and the latest on how the PGA TOUR intends to implement COVID-19 testing when play resumes in June.

Our team discussed those topics and more in this YouTube clip: https://t.co/8N8YIwVlJ1 https://t.co/8YBfeEc4zG","Studio AP in Orlando, Florida",191027
nycjim,"There’s a lot of self-congratulation going on at the White House now about how capable the US is at testing for #coronavirus. 
But the fact remains. 4 million tests have been conducted for a population of 330 million.","iPhone: 40.751663,-73.989670",206327
MichaelOrndoff,"No new cases of COVID-19 in Fayette County https://t.co/ugVEF2euqM","Kentucky,USA",86334
IsraeliPM,"You, who are lighting the torches of remembrance and heroism, represent unity in all its glory. This year, my wife and I were unable to visit you because of the coronavirus.","Jerusalem, Israel",813961
winknews,"#BREAKING: Hendry County recorded its first COVID-19 death today, one of 5 recorded in #SWFL on Monday. // https://t.co/QadcxHXoGd","Fort Myers, Fla.",88704
PremiumTimesng,"Coronavirus: Borno declares 14-day 'lockdown via 24liveblog https://t.co/dDPzFOp84l","Abuja, Nigeria",1311880
BN9,"BREAKING
St. Pete Pride festival, largest LGBT pride celebration in Florida, postponed due to coronavirus: https://t.co/Aef0mXs8pW","Tampa Bay area",376394
PrincessBravato,"Is he really holding up a pic of himself?",NULL,83580
DJSgqemeza,"4) MCEP Covid-19 Programme :   https://t.co/mJwxPBGnis
5) Covid-19 Temporary Employer/Employee Relief Scheme:   https://t.co/JHK7VUgIDL
6)The Sukuma Relief Programme : https://t.co/ghx9ZdZLLz
7) Solidarity Fund:   https://t.co/Dvrtv8LBxV","South Africa, Durban ",247151
bannerite,"Anyone who dares tell the truth about him is accused of attacking him. This is what he does. Never, ever accept responsibility.","Illinois, USA",91995
omar_quraishi,"Sector G-6/2 in Islamabad was sealed after 7 coronavirus cases were reported from a house there on April 19",Pakistan,218050
UnangHirit,"The Agriculture Department is encouraging people to grow their own food amid the COVID-19 crisis by distributing free vegetable seeds to Metro Manila households.

FULL STORY: https://t.co/d9BSR28Xo4 https://t.co/EMA7FMLUkw","UH Studio, Q.C., Philippines",217285
usatodayDC,"How a frantic trek to a McDonald’s parking lot shows the scramble states face for coronavirus supplies. https://t.co/GQvivYJlrt","Washington, D.C.",213124
